state,state fips,county,county code,commodity,data item,domain category,value
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",183
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",335
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",264
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)",143
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (750 TO 999 ACRES)",79
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)",162
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 TO 1,999 ACRES)",103
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (2,000 TO 2,999 ACRES)",28
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (3,000 OR MORE ACRES)",31
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED",,"535,792"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","2,587"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","4,913"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","2,575"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)","1,482"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","3,360"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","12,321"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","48,739"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","82,672"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)","70,215"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (750 TO 999 ACRES)","52,593"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)","254,333"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 TO 1,999 ACRES)","115,922"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (2,000 TO 2,999 ACRES)","44,140"
US TOTAL,99,,,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (3,000 OR MORE ACRES)","94,272"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED",,"1,983"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",709
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",212
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",47
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",35
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",62
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",84
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",258
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",220
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)",94
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (750 TO 999 ACRES)",71
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)",191
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 TO 1,999 ACRES)",105
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (2,000 TO 2,999 ACRES)",33
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (3,000 OR MORE ACRES)",53
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED",,"597,336"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",125
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",256
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",352
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",539
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","2,113"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","4,970"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","38,404"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","65,199"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)","43,916"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (750 TO 999 ACRES)","49,376"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)","392,086"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 TO 1,999 ACRES)","110,201"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (2,000 TO 2,999 ACRES)","60,724"
US TOTAL,99,,,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (3,000 OR MORE ACRES)","221,161"
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,,"15,224"
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","7,503"
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","4,679"
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","1,919"
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",462
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",327
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",176
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",113
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",34
US TOTAL,99,,,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",11
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,,"93,563"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","1,835"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","9,665"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","14,747"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)","8,387"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","10,583"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","11,590"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","17,259"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","10,864"
US TOTAL,99,,,PUMPKINS,PUMPKINS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","8,632"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,"14,798"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","7,258"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","4,610"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","1,894"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",458
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",315
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",153
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",89
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",14
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",7
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED",,"75,342"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","1,777"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","9,413"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","14,370"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)","8,167"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","10,101"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","9,763"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","12,813"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","3,772"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","5,167"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED",,736
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",358
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",171
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",78
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",22
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",23
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",29
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",27
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",22
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",6
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED",,"18,221"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",58
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",253
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",376
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",220
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",482
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","1,828"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","4,446"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","7,093"
US TOTAL,99,,,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","3,465"
US TOTAL,99,,,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,,"5,543"
US TOTAL,99,,,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","5,198"
US TOTAL,99,,,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",253
US TOTAL,99,,,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",37
US TOTAL,99,,,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",9
US TOTAL,99,,,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",9
US TOTAL,99,,,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",6
US TOTAL,99,,,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",31
US TOTAL,99,,,RADISHES,RADISHES - ACRES HARVESTED,,"14,328"
US TOTAL,99,,,RADISHES,RADISHES - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",758
US TOTAL,99,,,RADISHES,RADISHES - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",402
US TOTAL,99,,,RADISHES,RADISHES - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",275
US TOTAL,99,,,RADISHES,RADISHES - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",150
US TOTAL,99,,,RADISHES,RADISHES - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",318
US TOTAL,99,,,RADISHES,RADISHES - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",451
US TOTAL,99,,,RADISHES,RADISHES - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)","11,975"
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,"5,420"
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","5,081"
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",250
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",37
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",9
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",7
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",6
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",30
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED",,"14,078"
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",742
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",391
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",275
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",150
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",(D)
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",451
US TOTAL,99,,,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",(D)
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - OPERATIONS WITH AREA HARVESTED",,154
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",140
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",11
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",2
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",1
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - ACRES HARVESTED",,250
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",16
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",10
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",(D)
US TOTAL,99,,,RADISHES,"RADISHES, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",(D)
US TOTAL,99,,,RHUBARB,RHUBARB - OPERATIONS WITH AREA HARVESTED,,"2,769"
